"constant","median_log_const","median_log_std","mean_log_const","mean_log_std","n_both","n_const_only","n_std_only","robustness","replicate"
-1,1.7426424004704,0.114976764334541,2.52503515527659,1.04181271381375,110,660,95,0.142857142857143,2
-0.9,1.54997271132179,0.115382411244797,2.30272001905538,1.03732793299204,116,575,88,0.167872648335745,2
-0.8,1.34438627270214,0.111171522846346,2.11390530668115,1.02187584645611,121,469,83,0.205084745762712,2
-0.7,1.14083086584628,0.11805071220926,1.91087607914356,1.03941862819751,129,365,71,0.261133603238866,2
-0.6,0.988280953251816,0.118909172924734,1.738453322713,1.04369426363166,134,296,72,0.311627906976744,2
-0.5,0.842442653143089,0.118235872147992,1.58408750762221,1.033523154438,140,239,59,0.369393139841689,2
-0.4,0.687293718800146,0.114407407208019,1.44575333510056,1.03843167210352,149,190,56,0.43952802359882,2
-0.3,0.54609361258803,0.116971560536359,1.32664572719035,1.03560081480298,148,159,52,0.482084690553746,2
-0.2,0.439272541321188,0.113286326136185,1.22031241785553,1.02795637514112,154,117,51,0.568265682656827,2
-0.1,0.338335739335798,0.119485488318202,1.13686202094137,1.03403074576168,166,83,40,0.666666666666667,2
0,0.260750576120106,0.111505033508588,1.08181600858039,1.02284417412197,167,59,34,0.738938053097345,2
0.1,0.186279975685424,0.114386322689241,1.02962205051878,1.03671241447838,179,35,28,0.836448598130841,2
0.2,0.131038342978617,0.11830299490101,1.00664408300003,1.03619930749174,189,15,17,0.926470588235294,2
0.3,0.110490352546405,0.114995814712308,1.00691867237613,1.03458227224427,191,7,12,0.964646464646465,2
0.4,0.108323996851598,0.116366350956362,1.02726838925721,1.03509958712065,190,10,13,0.95,2
0.5,0.117369932455128,0.115137663361978,1.07587247195677,1.03804868425907,183,15,22,0.924242424242424,2
0.6,0.150421498830338,0.11557197795441,1.1414707284046,1.03523735389357,169,24,36,0.875647668393782,2
0.7,0.198997865001978,0.116826365910543,1.22912006776085,1.02976121898136,159,45,44,0.779411764705882,2
0.8,0.26467776158695,0.114061730903369,1.34021033989004,1.03567993016219,148,71,54,0.675799086757991,2
0.9,0.348668495290126,0.116534549523528,1.45718495281585,1.03188321433986,138,83,64,0.624434389140271,2
1,0.4499442184252,0.118686767666647,1.59547345838462,1.03707260502686,136,110,71,0.552845528455285,2
